modalidadeId,srp,anoCompra,sequencialCompra,orgaoSubRogado,orgaoEntidade_cnpj,orgaoEntidade_razaoSocial,orgaoEntidade_poderId,orgaoEntidade_esferaId,dataInclusao,dataPublicacaoPncp,dataAtualizacao,numeroCompra,unidadeOrgao_ufNome,unidadeOrgao_codigoUnidade,unidadeOrgao_nomeUnidade,unidadeOrgao_ufSigla,unidadeOrgao_municipioNome,unidadeOrgao_codigoIbge,amparoLegal_codigo,amparoLegal_descricao,amparoLegal_nome,dataAberturaProposta,dataEncerramentoProposta,informacaoComplementar,processo,objetoCompra,linkSistemaOrigem,justificativaPresencial,unidadeSubRogada,valorTotalHomologado,modoDisputaId,numeroControlePNCP,valorTotalEstimado,modalidadeNome,modoDisputaNome,tipoInstrumentoConvocatorioCodigo,tipoInstrumentoConvocatorioNome,situacaoCompraId,situacaoCompraNome,usuarioNome
8,False,2024,6,,02385669000174,FIOTEC - FUNDACAO PARA O DESENVOLVIMENTO CIENTIFICO E TECNOLOGICO EM SAUDE,E,M,2024-01-11T17:24:43,2024-01-11T17:24:43,2024-01-18T18:55:22,2425/2023,Rio de Janeiro,1,FIOTEC - FUNDACAO PARA O DESENVOLVIMENTO CIENTIFICO E TECNOLOGICO EM SAUDE,RJ,Rio de Janeiro,3304557,24,"Dispensa de Licitação: produtos para pesquisa e desenvolvimento, limitada a contratação, no caso de obras e serviços de engenharia, ao valor de R$ 300.000,00 (trezentos mil reais)","Lei 14.133/2021, Art. 75, IV, c",2024-01-12T09:00:00,2024-01-24T09:00:00,,10103249,"CONTRATAÇÃO DE EMPRESA PARA O FORNECIMENTO DE AMINOLIPIDIO IONIZÁVEL SM-102, FRASCO COM 500 MILIGRAMAS.  MARCA MEDCHEMEXPRESS, REFERÊNCIA HY-134541, PARA ENTREGA EM AVENIDA BRASIL, 4365, PAV ROCKFELLER - LATIM (RIO DE JANEIRO), CONFORME EDITAL E SEUS ANEXOS.",https://bllcompras.com/Process/ProcessView?param1=[gkz]a9NR7f/A56A1uWCtWMByVylsDGT7uHapPPPw6Ze88g70kIsSAZrWTt1sBVFNF6ieukfqOsikjKsCu1f0SUdCeHWQyUANn2u9q9oVaVkxbkw=,,,,4,02385669000174-1-000006/2024,0.0,Dispensa,Dispensa Com Disputa,2,Aviso de Contratação Direta,1,Divulgada no PNCP,BLL Compras
8,False,2024,1,,08885100000154,UNIVERSIDADE ESTADUAL DO NORTE DO PARANA,E,E,2024-01-12T11:10:01,2024-01-12T11:10:01,2024-01-12T11:10:01,73,Paraná,139,UENP - Universidade Estadual do Norte do Paraná,PR,Jacarezinho,4111803,24,"Dispensa de Licitação: produtos para pesquisa e desenvolvimento, limitada a contratação, no caso de obras e serviços de engenharia, ao valor de R$ 300.000,00 (trezentos mil reais)","Lei 14.133/2021, Art. 75, IV, c",,,,73/2024,"Aquisição de um drone pulverizador, um drone de mapeamento e uma
câmera de mapeamento, para atender as necessidades do, Campus Luiz Meneghel. ",http://www.transparencia.pr.gov.br/,,,256750.0,5,08885100000154-1-000001/2024,256750.0,Dispensa,Não se aplica,3,Ato que autoriza a Contratação Direta,1,Divulgada no PNCP,Secretaria de Estado da Administração e da Previdência do Estado do Paraná - SEAP-PR
8,False,2023,775,,83891283000136,FUNDACAO UNIVERSIDADE DO ESTADO DE SC UDESC,E,E,2024-01-12T15:30:29,2024-01-12T15:30:29,2024-01-12T15:30:29,1456,Santa Catarina,69,Centro de Ciências Agroveterinária - Lages,SC,Lages,4209300,24,"Dispensa de Licitação: produtos para pesquisa e desenvolvimento, limitada a contratação, no caso de obras e serviços de engenharia, ao valor de R$ 300.000,00 (trezentos mil reais)","Lei 14.133/2021, Art. 75, IV, c",,,,12552,SGPe   49057/2023   -   Trata-se   da aquisição de material de consumo químico que será    utilizado    no    projeto    de    pesquisa “Identificação   e   caracterização   de   espécies virais   associadas   a   cultura   do   milho   nas regiões  Sudeste  e  Sul  do  Brasil”  –  Dep.  de Agronomia  CAV/UDESC  -  Contrato  Bayer  S.A (Monsanto  do  Brasil  LTDA)  09/2022  -  Prof. Fábio    Nascimento    da    Silva.   ,,,,26834.6,5,83891283000136-1-000775/2023,26834.6,Dispensa,Não se aplica,3,Ato que autoriza a Contratação Direta,1,Divulgada no PNCP,Secretaria de Estado da Administração de Santa Catarina
8,False,2023,314,,79151312000156,UNIVERSIDADE ESTADUAL DE MARINGA,E,E,2024-01-15T15:10:02,2024-01-15T15:10:02,2024-01-15T15:10:02,56740,Paraná,56,UEM - Universidade Estadual de Maringá,PR,Maringá,4115200,24,"Dispensa de Licitação: produtos para pesquisa e desenvolvimento, limitada a contratação, no caso de obras e serviços de engenharia, ao valor de R$ 300.000,00 (trezentos mil reais)","Lei 14.133/2021, Art. 75, IV, c",,,,56740/2023,Aquisição de materiais químicos e laboratoriais.,http://www.transparencia.pr.gov.br/,,,,5,79151312000156-1-000314/2023,236.7,Dispensa,Não se aplica,3,Ato que autoriza a Contratação Direta,1,Divulgada no PNCP,Secretaria de Estado da Administração e da Previdência do Estado do Paraná - SEAP-PR
8,False,2023,315,,79151312000156,UNIVERSIDADE ESTADUAL DE MARINGA,E,E,2024-01-15T15:10:02,2024-01-15T15:10:02,2024-01-15T15:10:02,56739,Paraná,56,UEM - Universidade Estadual de Maringá,PR,Maringá,4115200,24,"Dispensa de Licitação: produtos para pesquisa e desenvolvimento, limitada a contratação, no caso de obras e serviços de engenharia, ao valor de R$ 300.000,00 (trezentos mil reais)","Lei 14.133/2021, Art. 75, IV, c",,,,56739/2023,Aquisição de Materiais Químicos e Laboratorias.,http://www.transparencia.pr.gov.br/,,,,5,79151312000156-1-000315/2023,357.7,Dispensa,Não se aplica,3,Ato que autoriza a Contratação Direta,1,Divulgada no PNCP,Secretaria de Estado da Administração e da Previdência do Estado do Paraná - SEAP-PR
8,False,2023,316,,79151312000156,UNIVERSIDADE ESTADUAL DE MARINGA,E,E,2024-01-15T15:10:03,2024-01-15T15:10:03,2024-01-15T15:10:03,56738,Paraná,56,UEM - Universidade Estadual de Maringá,PR,Maringá,4115200,24,"Dispensa de Licitação: produtos para pesquisa e desenvolvimento, limitada a contratação, no caso de obras e serviços de engenharia, ao valor de R$ 300.000,00 (trezentos mil reais)","Lei 14.133/2021, Art. 75, IV, c",,,,56738/2023,"Kit, TIPO Quantificação de ácido graxo livre,",http://www.transparencia.pr.gov.br/,,,,5,79151312000156-1-000316/2023,3727.0,Dispensa,Não se aplica,3,Ato que autoriza a Contratação Direta,1,Divulgada no PNCP,Secretaria de Estado da Administração e da Previdência do Estado do Paraná - SEAP-PR
8,False,2023,317,,79151312000156,UNIVERSIDADE ESTADUAL DE MARINGA,E,E,2024-01-15T15:10:03,2024-01-15T15:10:03,2024-01-15T15:10:03,56737,Paraná,56,UEM - Universidade Estadual de Maringá,PR,Maringá,4115200,24,"Dispensa de Licitação: produtos para pesquisa e desenvolvimento, limitada a contratação, no caso de obras e serviços de engenharia, ao valor de R$ 300.000,00 (trezentos mil reais)","Lei 14.133/2021, Art. 75, IV, c",,,,56737/2023,"Reagente químico, TIPO Agarose, Padrão para Biologia",http://www.transparencia.pr.gov.br/,,,,5,79151312000156-1-000317/2023,288.0,Dispensa,Não se aplica,3,Ato que autoriza a Contratação Direta,1,Divulgada no PNCP,Secretaria de Estado da Administração e da Previdência do Estado do Paraná - SEAP-PR
8,False,2023,312,,79151312000156,UNIVERSIDADE ESTADUAL DE MARINGA,E,E,2024-01-15T15:10:00,2024-01-15T15:10:00,2024-01-15T15:10:00,56742,Paraná,56,UEM - Universidade Estadual de Maringá,PR,Maringá,4115200,24,"Dispensa de Licitação: produtos para pesquisa e desenvolvimento, limitada a contratação, no caso de obras e serviços de engenharia, ao valor de R$ 300.000,00 (trezentos mil reais)","Lei 14.133/2021, Art. 75, IV, c",,,,56742/2023,Aquisição de materiais químicos e laboratoriais.,http://www.transparencia.pr.gov.br/,,,,5,79151312000156-1-000312/2023,192.72,Dispensa,Não se aplica,3,Ato que autoriza a Contratação Direta,1,Divulgada no PNCP,Secretaria de Estado da Administração e da Previdência do Estado do Paraná - SEAP-PR
8,False,2023,313,,79151312000156,UNIVERSIDADE ESTADUAL DE MARINGA,E,E,2024-01-15T15:10:01,2024-01-15T15:10:01,2024-01-15T15:10:01,56741,Paraná,56,UEM - Universidade Estadual de Maringá,PR,Maringá,4115200,24,"Dispensa de Licitação: produtos para pesquisa e desenvolvimento, limitada a contratação, no caso de obras e serviços de engenharia, ao valor de R$ 300.000,00 (trezentos mil reais)","Lei 14.133/2021, Art. 75, IV, c",,,,56741/2023,Aquisição de materiais químicos e laboratoriais.,http://www.transparencia.pr.gov.br/,,,,5,79151312000156-1-000313/2023,429.34,Dispensa,Não se aplica,3,Ato que autoriza a Contratação Direta,1,Divulgada no PNCP,Secretaria de Estado da Administração e da Previdência do Estado do Paraná - SEAP-PR
8,False,2023,318,,79151312000156,UNIVERSIDADE ESTADUAL DE MARINGA,E,E,2024-01-16T12:10:00,2024-01-16T12:10:00,2024-01-16T12:10:00,56750,Paraná,56,UEM - Universidade Estadual de Maringá,PR,Maringá,4115200,24,"Dispensa de Licitação: produtos para pesquisa e desenvolvimento, limitada a contratação, no caso de obras e serviços de engenharia, ao valor de R$ 300.000,00 (trezentos mil reais)","Lei 14.133/2021, Art. 75, IV, c",,,,56750/2023,"AQUISIÇÃO DE MATERIAIS LABORATORIAIS, COM RECURSOS DO CONVÊNIO FINEP - 01.22.0211-0 - FONTE 281.",http://www.transparencia.pr.gov.br/,,,,5,79151312000156-1-000318/2023,12303.5,Dispensa,Não se aplica,3,Ato que autoriza a Contratação Direta,1,Divulgada no PNCP,Secretaria de Estado da Administração e da Previdência do Estado do Paraná - SEAP-PR
8,False,2023,319,,79151312000156,UNIVERSIDADE ESTADUAL DE MARINGA,E,E,2024-01-16T15:10:01,2024-01-16T15:10:01,2024-01-16T15:10:01,56751,Paraná,56,UEM - Universidade Estadual de Maringá,PR,Maringá,4115200,24,"Dispensa de Licitação: produtos para pesquisa e desenvolvimento, limitada a contratação, no caso de obras e serviços de engenharia, ao valor de R$ 300.000,00 (trezentos mil reais)","Lei 14.133/2021, Art. 75, IV, c",,,,56751/2023,Aquisição de Balança Analítica.,http://www.transparencia.pr.gov.br/,,,,5,79151312000156-1-000319/2023,14400.0,Dispensa,Não se aplica,3,Ato que autoriza a Contratação Direta,1,Divulgada no PNCP,Secretaria de Estado da Administração e da Previdência do Estado do Paraná - SEAP-PR
8,False,2023,320,,79151312000156,UNIVERSIDADE ESTADUAL DE MARINGA,E,E,2024-01-17T10:10:01,2024-01-17T10:10:01,2024-01-17T10:10:01,56756,Paraná,56,UEM - Universidade Estadual de Maringá,PR,Maringá,4115200,24,"Dispensa de Licitação: produtos para pesquisa e desenvolvimento, limitada a contratação, no caso de obras e serviços de engenharia, ao valor de R$ 300.000,00 (trezentos mil reais)","Lei 14.133/2021, Art. 75, IV, c",,,,56756/2023,"AQUISIÇÃO DE RAÇÃO DE PEIXES, COM RECURSOS DO CONVÊNIO 01.22.0212.00 FINEP, REF. 136/21- FONTE 281.",http://www.transparencia.pr.gov.br/,,,,5,79151312000156-1-000320/2023,3952.5,Dispensa,Não se aplica,3,Ato que autoriza a Contratação Direta,1,Divulgada no PNCP,Secretaria de Estado da Administração e da Previdência do Estado do Paraná - SEAP-PR
8,False,2023,321,,79151312000156,UNIVERSIDADE ESTADUAL DE MARINGA,E,E,2024-01-17T10:10:02,2024-01-17T10:10:02,2024-01-17T10:10:02,56755,Paraná,56,UEM - Universidade Estadual de Maringá,PR,Maringá,4115200,24,"Dispensa de Licitação: produtos para pesquisa e desenvolvimento, limitada a contratação, no caso de obras e serviços de engenharia, ao valor de R$ 300.000,00 (trezentos mil reais)","Lei 14.133/2021, Art. 75, IV, c",,,,56755/2023,"AQUISIÇÃO DE RAÇÃO DE PEIXES, COM RECURSOS DO CONVÊNIO 01.22.0212.00 FINEP, REF. 136/21- FONTE 281.",http://www.transparencia.pr.gov.br/,,,,5,79151312000156-1-000321/2023,18172.25,Dispensa,Não se aplica,3,Ato que autoriza a Contratação Direta,1,Divulgada no PNCP,Secretaria de Estado da Administração e da Previdência do Estado do Paraná - SEAP-PR
8,False,2023,330,,79151312000156,UNIVERSIDADE ESTADUAL DE MARINGA,E,E,2024-01-18T14:10:02,2024-01-18T14:10:02,2024-01-18T14:10:02,56785,Paraná,56,UEM - Universidade Estadual de Maringá,PR,Maringá,4115200,24,"Dispensa de Licitação: produtos para pesquisa e desenvolvimento, limitada a contratação, no caso de obras e serviços de engenharia, ao valor de R$ 300.000,00 (trezentos mil reais)","Lei 14.133/2021, Art. 75, IV, c",,,,56785/2023,"AQUISIÇÃO DE MATERIAIS LABORATORIAIS, COM RECURSOS DO CONVÊNIO 102/20- FUNDAÇÃO ARAUCÁRIA.",http://www.transparencia.pr.gov.br/,,,,5,79151312000156-1-000330/2023,3377.46,Dispensa,Não se aplica,3,Ato que autoriza a Contratação Direta,1,Divulgada no PNCP,Secretaria de Estado da Administração e da Previdência do Estado do Paraná - SEAP-PR
8,False,2023,331,,79151312000156,UNIVERSIDADE ESTADUAL DE MARINGA,E,E,2024-01-18T14:10:03,2024-01-18T14:10:03,2024-01-18T14:10:03,56783,Paraná,56,UEM - Universidade Estadual de Maringá,PR,Maringá,4115200,24,"Dispensa de Licitação: produtos para pesquisa e desenvolvimento, limitada a contratação, no caso de obras e serviços de engenharia, ao valor de R$ 300.000,00 (trezentos mil reais)","Lei 14.133/2021, Art. 75, IV, c",,,,56783/2023,"AQUISIÇÃO DE MATERIAIS LABORATORIAIS, COM RECURSOS DO CONVÊNIO 102/20- FUNDAÇÃO ARAUCÁRIA.",http://www.transparencia.pr.gov.br/,,,,5,79151312000156-1-000331/2023,2204.7,Dispensa,Não se aplica,3,Ato que autoriza a Contratação Direta,1,Divulgada no PNCP,Secretaria de Estado da Administração e da Previdência do Estado do Paraná - SEAP-PR
8,False,2023,329,,79151312000156,UNIVERSIDADE ESTADUAL DE MARINGA,E,E,2024-01-18T14:10:01,2024-01-18T14:10:01,2024-01-18T14:10:01,56786,Paraná,56,UEM - Universidade Estadual de Maringá,PR,Maringá,4115200,24,"Dispensa de Licitação: produtos para pesquisa e desenvolvimento, limitada a contratação, no caso de obras e serviços de engenharia, ao valor de R$ 300.000,00 (trezentos mil reais)","Lei 14.133/2021, Art. 75, IV, c",,,,56786/2023,"AQUISIÇÃO DE MATERIAIS LABORATORIAIS, COM RECURSOS DO CONVÊNIO 102/20- FUNDAÇÃO ARAUCÁRIA.",http://www.transparencia.pr.gov.br/,,,,5,79151312000156-1-000329/2023,1314.0,Dispensa,Não se aplica,3,Ato que autoriza a Contratação Direta,1,Divulgada no PNCP,Secretaria de Estado da Administração e da Previdência do Estado do Paraná - SEAP-PR
8,False,2023,342,,79151312000156,UNIVERSIDADE ESTADUAL DE MARINGA,E,E,2024-01-18T15:10:12,2024-01-18T15:10:12,2024-01-18T15:10:12,56764,Paraná,56,UEM - Universidade Estadual de Maringá,PR,Maringá,4115200,24,"Dispensa de Licitação: produtos para pesquisa e desenvolvimento, limitada a contratação, no caso de obras e serviços de engenharia, ao valor de R$ 300.000,00 (trezentos mil reais)","Lei 14.133/2021, Art. 75, IV, c",,,,56764/2023," Microtubo, TIPO Eppendorf, CAPACIDADE 1,5ml MATERIAL Polipropileno, EMBALAGEM Pacote com 1000 unidades.",http://www.transparencia.pr.gov.br/,,,,5,79151312000156-1-000342/2023,1650.0,Dispensa,Não se aplica,3,Ato que autoriza a Contratação Direta,1,Divulgada no PNCP,Secretaria de Estado da Administração e da Previdência do Estado do Paraná - SEAP-PR
8,False,2023,333,,79151312000156,UNIVERSIDADE ESTADUAL DE MARINGA,E,E,2024-01-18T15:10:01,2024-01-18T15:10:01,2024-01-18T15:10:01,56773,Paraná,56,UEM - Universidade Estadual de Maringá,PR,Maringá,4115200,24,"Dispensa de Licitação: produtos para pesquisa e desenvolvimento, limitada a contratação, no caso de obras e serviços de engenharia, ao valor de R$ 300.000,00 (trezentos mil reais)","Lei 14.133/2021, Art. 75, IV, c",,,,56773/2023,"Tubo de ensaio, TIPO Com tampa de rosca, MATERIAL Vidro borossilicato, MEDIDA 16mm x 100mm.",http://www.transparencia.pr.gov.br/,,,,5,79151312000156-1-000333/2023,3360.0,Dispensa,Não se aplica,3,Ato que autoriza a Contratação Direta,1,Divulgada no PNCP,Secretaria de Estado da Administração e da Previdência do Estado do Paraná - SEAP-PR
8,False,2023,334,,79151312000156,UNIVERSIDADE ESTADUAL DE MARINGA,E,E,2024-01-18T15:10:02,2024-01-18T15:10:02,2024-01-18T15:10:02,56772,Paraná,56,UEM - Universidade Estadual de Maringá,PR,Maringá,4115200,24,"Dispensa de Licitação: produtos para pesquisa e desenvolvimento, limitada a contratação, no caso de obras e serviços de engenharia, ao valor de R$ 300.000,00 (trezentos mil reais)","Lei 14.133/2021, Art. 75, IV, c",,,,56772/2023,"Parafilm, Película flexível, Semitransparente, inodoro, incolor, com ação aderente, Rolo com 10,2cm largura x 38,1m de comprimento.",http://www.transparencia.pr.gov.br/,,,,5,79151312000156-1-000334/2023,789.78,Dispensa,Não se aplica,3,Ato que autoriza a Contratação Direta,1,Divulgada no PNCP,Secretaria de Estado da Administração e da Previdência do Estado do Paraná - SEAP-PR
8,False,2023,335,,79151312000156,UNIVERSIDADE ESTADUAL DE MARINGA,E,E,2024-01-18T15:10:03,2024-01-18T15:10:03,2024-01-18T15:10:03,56771,Paraná,56,UEM - Universidade Estadual de Maringá,PR,Maringá,4115200,24,"Dispensa de Licitação: produtos para pesquisa e desenvolvimento, limitada a contratação, no caso de obras e serviços de engenharia, ao valor de R$ 300.000,00 (trezentos mil reais)","Lei 14.133/2021, Art. 75, IV, c",,,,56771/2023,"Placa de Petri, MATERIAL Vidro borossilicato, DIMENSÃO 80mm x 15mm.",http://www.transparencia.pr.gov.br/,,,,5,79151312000156-1-000335/2023,605.0,Dispensa,Não se aplica,3,Ato que autoriza a Contratação Direta,1,Divulgada no PNCP,Secretaria de Estado da Administração e da Previdência do Estado do Paraná - SEAP-PR
