00013/2023,3,Pregão,356960,ÁCIDO FOSFOMOLÍBDICO,,GRAMA,250,2.49,PROC9 INDUSTRIA QUIMICA LTDA,EMPRESA BRASILEIRA DE SERVIÇOS HOSPITALARES,155013 - HOSPITAL UNIVERSITÁRIO ONOFRE LOPES,29/06/2023
00070/2022,58,Pregão,356960,ÁCIDO FOSFOMOLÍBDICO,,GRAMA,100,2.56,PROC9 INDUSTRIA QUIMICA LTDA,EMPRESA BRASILEIRA DE SERVIÇOS HOSPITALARES,155903 - HOSPITAL UNIVERSITÁRIO DE JUIZ DE FORA,20/12/2022
00066/2023,4,Pregão,356960,ÁCIDO FOSFOMOLÍBDICO,,GRAMA,1,2.6,FIK COMERCIO DE ARTIGOS DE LABORATORIO LTDA,EMPRESA BRASILEIRA DE SERVIÇOS HOSPITALARES,155913 - EBSERH - H U PROF POLYDORO ERNANI DE S THIAGO,16/10/2023
00014/2023,26,Pregão,356960,ÁCIDO FOSFOMOLÍBDICO,,GRAMA,25,2.8,LSC COMERCIAL LTDA,"INST.FED. DE EDUC., CIENC. E TEC. CATARINENSE","158125 - INST.FED.DE EDUC., CIENC. E TEC. CATARINENSE",16/05/2023
00001/2023,38,Pregão,356960,ÁCIDO FOSFOMOLÍBDICO,,GRAMA,2,49.9,CHEMIFLEX QUIMICA FINA LTDA.,FUNDACAO UNIVERSIDADE FED. DA GRANDE DOURADOS,154502 - FUNDAÇÃO UNIV. FEDERAL DA GRANDE DOURADOS,05/05/2023
00026/2023,66,Pregão,356960,ÁCIDO FOSFOMOLÍBDICO,,GRAMA,2,58.0,PROC9 INDUSTRIA QUIMICA LTDA,EMPRESA BRASILEIRA DE SERVIÇOS HOSPITALARES,155011 - HOSPITAL DE CLINICAS DO TRIANGULO MINEIRO,15/05/2023
00004/2023,17,Pregão,356960,ÁCIDO FOSFOMOLÍBDICO,,GRAMA,1,60.0,G GOTUZZO E CIA LTDA,FUNDACAO FACULDADE FED.CIENCIAS MEDICAS POA,154032 - UNIVERSIDADE FED. DE CIENCIAS DA SAUDE/RS,05/04/2023
00015/2022,13,Pregão,355389,ANTICORPO,,"FRASCO 1,00 ML",42,453.0,INOPAT IMPORTACAO E EXPORTACAO LTDA,COMANDO DO EXERCITO,160324 - INSTITUTO DE BIOLOGIA DO EXERCITO/RJ,16/02/2023
00003/2023,9,Pregão,355389,ANTICORPO,,"FRASCO 1,00 ML",5,2071.0,LEICA DO BRASIL IMPORTACAO E COMERCIO LTDA.,FUNDACAO OSWALDO CRUZ,254447 - MS-INSTITUTO FERNANDES FIGUEIRA/FIOCRUZ/RJ,24/02/2023
00080/2022,44,Pregão,355389,ANTICORPO,,"FRASCO 1,00 ML 3",3,4500.0,ERVIEGAS QUIMICA FINA E PLASTICOS LTDA,EMPRESA BRASILEIRA DE SERVIÇOS HOSPITALARES,155021 - HOSPITAL DAS CLÍNICAS DE MINAS GERAIS,10/08/2023
00059/2023,151,Pregão,351610,ÁCIDO CÍTRICO,,GRAMA,50.000,0.04,APICE CIENTIFICA LTDA,UNIVERSIDADE FEDERAL DE VICOSA,154051 - UNIVERSIDADE FEDERAL DE VICOSA,02/08/2023
00071/2023,12,Pregão,351610,ÁCIDO CÍTRICO,,GRAMA,2.000,0.05,M A 2 COMERCIAL LTDA,UNIVERSIDADE FEDERAL DE VICOSA,154051 - UNIVERSIDADE FEDERAL DE VICOSA,25/08/2023
00054/2022,22,Pregão,351610,ÁCIDO CÍTRICO,,GRAMA,3.000,0.07,OBAH PRODUTOS E SERVICOS ANALITICOS LTDA,UNIVERSIDADE FEDERAL DA FRONTEIRA SUL,158517 - UNIVERSIDADE FEDERAL DA FRONTEIRA SUL,17/01/2023
00020/2023,122,Pregão,351610,ÁCIDO CÍTRICO,,GRAMA,4.000,0.08,M A 2 COMERCIAL LTDA,FUNDACAO UNIVERSIDADE FEDERAL DE UBERLANDIA,154043 - FUNDACAO UNIVERSIDADE FEDERAL DE UBERLANDIA,13/06/2023
00014/2023,20,Pregão,351610,ÁCIDO CÍTRICO,,GRAMA,1.000,0.09,LSC COMERCIAL LTDA,"INST.FED. DE EDUC., CIENC. E TEC. CATARINENSE","158125 - INST.FED.DE EDUC., CIENC. E TEC. CATARINENSE",16/05/2023
00007/2022,4,Pregão,351610,ÁCIDO CÍTRICO,,GRAMA,2.000,0.11,CALIBRY METROLOGIA COMERCIO E CALIBRACAO LTDA,EMPRESA BRASILEIRA DE PESQUISA AGROPECUARIA,135019 - EMBRAPA AGROPECUARIA OESTE/DOURADOS/MS,13/12/2022
00032/2022,21,Pregão,351610,ÁCIDO CÍTRICO,,GRAMA,600,0.12,PROC9 INDUSTRIA QUIMICA LTDA,"INST.FED.DE EDUC., CIENC.E TEC.DE BRASíLIA","158143 - INST.FED.DE EDUC.,CIENC.E TEC.DE BRASILIA",07/02/2023
00065/2022,16,Pregão,351610,ÁCIDO CÍTRICO,,GRAMA,500,0.13,CALIBRY METROLOGIA COMERCIO E CALIBRACAO LTDA,MINISTERIO DA SAUDE,257003 - INSTITUTO EVANDRO CHAGAS,13/12/2022
00023/2023,2,Pregão,351610,ÁCIDO CÍTRICO,,GRAMA,1.000,0.13,ELIAH FARMACIA DE MANIPULACAO LTDA,COMANDO DA AERONAUTICA,120064 - ESCOLA DE ESPECIALISTAS DE AERONAUTICA,03/07/2023
00010/2022,18,Pregão,351610,ÁCIDO CÍTRICO,,GRAMA,14.000,1.1,MDL SOUZA COMERCIO LTDA,MINISTERIO DA AGRICULTURA E PECUARIA - MAPA,130058 - LABORATÓRIO FEDERAL DE DEFESA AGROPECUÁRIA,01/12/2022
00074/2023,4,Pregão,351610,ÁCIDO CÍTRICO,,GRAMA,2,28.0,SCIAVICCO COMERCIO INDUSTRIA LTDA,EMPRESA BRASILEIRA DE SERVIÇOS HOSPITALARES,156654 - HOSPITAL DAS CLIN DA UNIV FED DE UBERLÂNDIA,18/10/2023
00015/2023,12,Pregão,351610,ÁCIDO CÍTRICO,,GRAMA,11,29.46,CALIBRY METROLOGIA COMERCIO E CALIBRACAO LTDA,FUNDACAO UNIVERSIDADE FEDERAL DO TOCANTINS,154419 - FUNDACAO UNIVERSIDADE FEDERAL DO TOCANTINS,10/10/2023
00072/2023,518,Pregão,351610,ÁCIDO CÍTRICO,,GRAMA,2,38.0,CHEMIFLEX QUIMICA FINA LTDA.,UNIVERSIDADE FEDERAL DE SANTA MARIA,153164 - UNIVERSIDADE FEDERAL DE STA.MARIA/RS,30/06/2023
00072/2023,677,Pregão,351610,ÁCIDO CÍTRICO,,GRAMA,2,53.0,NEON COMERCIAL REAGENTES ANALITICOS LTDA.,UNIVERSIDADE FEDERAL DE SANTA MARIA,153164 - UNIVERSIDADE FEDERAL DE STA.MARIA/RS,30/06/2023
00073/2023,186,Pregão,351610,ÁCIDO CÍTRICO,,GRAMA,2,53.89,CALIBRY METROLOGIA COMERCIO E CALIBRACAO LTDA,UNIVERSIDADE FEDERAL DE SANTA MARIA,153164 - UNIVERSIDADE FEDERAL DE STA.MARIA/RS,27/06/2023
00025/2023,16,Pregão,351610,ÁCIDO CÍTRICO,,GRAMA,2,71.0,LB DISTRIBUICAO LTDA,MINISTERIO DA SAUDE,257003 - INSTITUTO EVANDRO CHAGAS,27/07/2023
00078/2022,4,Pregão,351610,ÁCIDO CÍTRICO,,GRAMA,6,74.59,PROC9 INDUSTRIA QUIMICA LTDA,FUNDACAO OSWALDO CRUZ,254463 - INSTITUTO OSWALDO CRUZ,16/03/2023
00005/2023,12,Pregão,440624,REAGENTE ANALÍTICO 4,,UNIDADE,12,1146.0,LIFE TECHNOLOGIES BRASIL COMERCIO E INDUSTRIA DE PRODUTOS PARA BIOTECNOLOGIA LTD,COMANDO DO EXERCITO,160324 - INSTITUTO DE BIOLOGIA DO EXERCITO/RJ,16/08/2023
00005/2023,11,Pregão,440624,REAGENTE ANALÍTICO 4,,UNIDADE,12,1228.98,LIFE TECHNOLOGIES BRASIL COMERCIO E INDUSTRIA DE PRODUTOS PARA BIOTECNOLOGIA LTD,COMANDO DO EXERCITO,160324 - INSTITUTO DE BIOLOGIA DO EXERCITO/RJ,16/08/2023
00024/2023,32,Pregão,440624,REAGENTE ANALÍTICO 4,,UNIDADE,4,1446.0,LIFE TECHNOLOGIES BRASIL COMERCIO E INDUSTRIA DE PRODUTOS PARA BIOTECNOLOGIA LTD,MINISTERIO DA SAUDE,257003 - INSTITUTO EVANDRO CHAGAS,18/07/2023
00003/2023,12,Pregão,440624,REAGENTE ANALÍTICO 4,,UNIDADE,38,1458.32,SINTESE BIOTECNOLOGIA LTDA.,MINISTERIO DA SAUDE,257003 - INSTITUTO EVANDRO CHAGAS,06/02/2023
00010/2022,46,Pregão,440624,REAGENTE ANALÍTICO 4,,UNIDADE,2,2209.5,PROMEGA BIOTECNOLOGIA DO BRASIL LTDA.,EMPRESA BRASILEIRA DE PESQUISA AGROPECUARIA,135024 - EMBRAPA PECUARIA SUDESTE/SÃO CARLOS/SP,26/01/2023
00112/2023,4,Dispensa de Licitação,326882,MEIO DE CULTURA,,"FRASCO 500,00 G",1,284.25,MERCK S/A,UNIVERSIDADE FEDERAL DO RIO GRANDE DO SUL,153114 - UFRS- UNIVERSIDADE FEDERAL DO RS/RS,18/09/2023
00064/2023,4,Dispensa de Licitação,326882,MEIO DE CULTURA,,"FRASCO 500,00 G",1,284.52,SIGMA-ALDRICH BRASIL LTDA,UNIVERSIDADE FEDERAL DO RIO GRANDE DO SUL,153114 - UFRS- UNIVERSIDADE FEDERAL DO RS/RS,13/07/2023
00060/2023,25,Dispensa de Licitação,326882,MEIO DE CULTURA,,"FRASCO 500,00 G",2,370.0,BIOSUMOS COMERCIO PARA LABORATORIOS LTDA,UNIVERSIDADE FEDERAL DO RIO GRANDE DO SUL,153114 - UFRS- UNIVERSIDADE FEDERAL DO RS/RS,13/07/2023
00008/2023,3,Dispensa de Licitação,417743,"MEIO DE CULTURA,",,"FRASCO 500,00 G",3,378.0,INTERJET COMERCIAL LTDA,INSTITUTO FEDERAL DE MATO GROSSO,158972 - CAMPUS ALTA FLORESTA IFECT MT,27/03/2023
01492/2023,1,Dispensa de Licitação,347156,ÁCIDO OXÁLICO,,QUILOGRAMA,80,52.0,SUPPLY VITAL LTDA,COMANDO DA MARINHA,791010 - CENTRO DE INTENDENCIA DA MARINHA NITEROI,03/07/2023
00015/2023,3,Dispensa de Licitação,381374,ÁCIDO OXÁLICO,,QUILOGRAMA,1,63.2,"GEV COMERCIO, SERVICOS, DISTRIBUICAO, MANUTENCAO E LOCACAO DE MATERIAL HOSPITALA",COMANDO DA MARINHA,753000 - INST.DE ESTUDOS NO MAR ALTE.PAULO MOREIRA,06/06/2023
00287/2023,4,Dispensa de Licitação,326282,MEIO DE CULTURA,,"FRASCO 500,00 G ",1,402.5,ADONEX COMERCIO DE PRODUTOS PARA LABORATORIO LTDA,COMISSAO NACIONAL DE ENERGIA NUCLEAR,113202 - COMISSAO NACIONAL DE ENERGIA NUCLEAR,02/10/2023
00066/2022,11,Pregão,359014,REAGENTE ANALÍTICO 2,,UNIDADE,1,767.52,LIFE TECHNOLOGIES BRASIL COMERCIO E INDUSTRIA DE PRODUTOS PARA BIOTECNOLOGIA LTD,FUNDACAO OSWALDO CRUZ,254463 - INSTITUTO OSWALDO CRUZ,23/02/2023
00231/2023,5,Pregão,359014,REAGENTE ANALÍTICO 2,,UNIDADE,30,1008.0,PROMEGA BIOTECNOLOGIA DO BRASIL LTDA.,MINISTERIO DA SAUDE,250052 - INSTITUTO NACIONAL DO CANCER - RJ,04/09/2023
00003/2023,15,Pregão,359014,REAGENTE ANALÍTICO 2,,UNIDADE,22,1103.0,LIFE TECHNOLOGIES BRASIL COMERCIO E INDUSTRIA DE PRODUTOS PARA BIOTECNOLOGIA LTD,MINISTERIO DA SAUDE,257003 - INSTITUTO EVANDRO CHAGAS,06/02/2023
00015/2022,53,Pregão,336064,ANTICORPO,,"FRASCO 1,00 ML",21,140.5,ERVIEGAS QUIMICA FINA E PLASTICOS LTDA,COMANDO DO EXERCITO,160324 - INSTITUTO DE BIOLOGIA DO EXERCITO/RJ,16/02/2023
00080/2022,10,Pregão,336064,ANTICORPO,,"FRASCO 1,00 ML",2,2463.0,LEICA DO BRASIL IMPORTACAO E COMERCIO LTDA.,EMPRESA BRASILEIRA DE SERVIÇOS HOSPITALARES,155021 - HOSPITAL DAS CLÍNICAS DE MINAS GERAIS,10/08/2023
00003/2023,41,Pregão,336064,ANTICORPO,,"FRASCO 1,00 ML",5,2463.4,LEICA DO BRASIL IMPORTACAO E COMERCIO LTDA.,FUNDACAO OSWALDO CRUZ,254447 - MS-INSTITUTO FERNANDES FIGUEIRA/FIOCRUZ/RJ,24/02/2023
00019/2022,203,Pregão,412394,"MEIO DE CULTURA,",,"FRASCO 500,00 G",2,200.0,NATIVA LAB PRODUTOS LABORATORIAIS LTDA,"INST. FED. DE EDUC., CIENC. E TEC. DO PARANá",158009 - INSTITUTO FEDERAL DO PARANÁ,02/02/2023
00008/2022,359,Pregão,412394,"MEIO DE CULTURA,",,"FRASCO 500,00 G",2,210.0,NATIVA LAB PRODUTOS LABORATORIAIS LTDA,MINISTERIO DA AGRICULTURA E PECUARIA - MAPA,130032 - LABORATÓRIO FEDERAL DE DEFESA AGROPECUÁRIA/GO,15/05/2023
00072/2023,551,Pregão,412394,"MEIO DE CULTURA,",,"FRASCO 500,00 G",10,220.0,AMBARLAB PRODUTOS LABORATORIAIS LTDA,UNIVERSIDADE FEDERAL DE SANTA MARIA,153164 - UNIVERSIDADE FEDERAL DE STA.MARIA/RS,30/06/2023
00073/2023,15,Pregão,412394,"MEIO DE CULTURA,",,"FRASCO 500,00 G",4,239.0,AMBARLAB PRODUTOS LABORATORIAIS LTDA,UNIVERSIDADE FEDERAL DE SANTA MARIA,153164 - UNIVERSIDADE FEDERAL DE STA.MARIA/RS,27/06/2023
00033/2023,44,Pregão,412394,"MEIO DE CULTURA,",,"FRASCO 500,00 G",3,250.0,AMBARLAB PRODUTOS LABORATORIAIS LTDA,"INST.FED.DE EDUC., CIENC.E TECNOLOGIA PIAUí","158146 - INST.FED.DE EDUC.,CIENC. E TECNOLOGIA PIAUí",21/06/2023
00003/2023,25,Pregão,412394,"MEIO DE CULTURA,",,"FRASCO 500,00 G",22,290.0,NATIVA LAB PRODUTOS LABORATORIAIS LTDA,"INST.FED.DE EDUC.,CIENC.E TEC.S.PERNAMBUCANO",158149 - INST.FED.EDUC.CIENC.E TEC.SERTãO PERNAMBUCANO,01/03/2023
00057/2022,29,Pregão,412394,"MEIO DE CULTURA,",,"FRASCO 500,00 G",2,300.0,NATIVA LAB PRODUTOS LABORATORIAIS LTDA,"INST.FED.DE EDUC.,CIENC.E TEC.DO TRIA.MINEIRO","158099 - INST.FED.DE EDUC.,CIENC.E TEC.DO TRIA.MINEIRO",20/12/2022
00060/2023,285,Pregão,412394,"MEIO DE CULTURA,",,"FRASCO 500,00 G",1,309.58,AWKALAB PRODUTOS PARA LABORATORIO LTDA,FUNDACAO UNIVERSIDADE FEDERAL DE SERGIPE,154050 - MEC-UNIVERSIDADE FEDERAL/SE,04/10/2023
00029/2023,82,Pregão,412394,"MEIO DE CULTURA,",,"FRASCO 500,00 G",9,320.0,AMBARLAB PRODUTOS LABORATORIAIS LTDA,UNIVERSIDADE FEDERAL DA PARAIBA,153065 - UNIVERSIDADE FEDERAL DA PARAÍBA - CAMPOS I,12/09/2023
00009/2022,261,Pregão,412394,"MEIO DE CULTURA,",,"FRASCO 500,00 G",1,320.0,NATIVA LAB PRODUTOS LABORATORIAIS LTDA,UNIVERSIDADE FEDERAL DE CAMPINA GRANDE,150154 - CENTRO DE EDUCAçAO E SAUDE DA UFCG,22/03/2023
